"","gene","EC_number","COG","product","MAG"
"1654","bbsF","2.8.3.15","","Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF","Limnohabitans sp. 2"
"1655","lemA","","COG1704","Protein LemA","Limnohabitans sp. 2"
"1656","spo0F","2.7.-.-","COG0784","Sporulation initiation phosphotransferase F","Limnohabitans sp. 2"
"1657","luxQ","2.7.13.3","","Autoinducer 2 sensor kinase/phosphatase LuxQ","Limnohabitans sp. 2"
"1658","higB","3.1.-.-","COG4680","mRNA interferase toxin HigB","Limnohabitans sp. 2"
"1659","msmE","","COG1653","Multiple sugar-binding protein","Limnohabitans sp. 2"
"1660","gatB","6.3.5.-","COG0064","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Limnohabitans sp. 2"
"1661","rnd","3.1.13.5","","Ribonuclease D","Limnohabitans sp. 2"
"1662","fliC","","","A-type flagellin","Limnohabitans sp. 2"
"1663","glrR","","COG2204","Transcriptional regulatory protein GlrR","Limnohabitans sp. 2"
"1664","narB","1.7.99.4","COG0243","Nitrate reductase","Limnohabitans sp. 2"
"1665","nasE","1.7.1.4","COG2146","Assimilatory nitrite reductase [NAD(P)H] small subunit","Limnohabitans sp. 2"
"1666","nasD","1.7.1.4","COG1251","Nitrite reductase [NAD(P)H]","Limnohabitans sp. 2"
"1667","nrtA","","COG0715","Nitrate transport protein NrtA","Limnohabitans sp. 2"
"1668","pdtaR","","COG3707","putative transcriptional regulatory protein pdtaR","Limnohabitans sp. 2"
"1669","malF","","COG1175","Maltose transport system permease protein MalF","Limnohabitans sp. 2"
"1670","fimA","","","Fimbrial protein","Limnohabitans sp. 2"
"1671","rpfG","3.1.4.-","COG3437","Cyclic di-GMP phosphodiesterase response regulator RpfG","Limnohabitans sp. 2"
"1672","uvrC","","COG0322","UvrABC system protein C","Limnohabitans sp. 2"
"1673","crh","","COG1925","HPr-like protein Crh","Limnohabitans sp. 2"
"1674","mgtA","2.4.1.-","COG0438","GDP-mannose-dependent alpha-mannosyltransferase","Limnohabitans sp. 2"
"1675","lplT","","","Lysophospholipid transporter LplT","Limnohabitans sp. 2"
"1676","rkpK","1.1.1.22","COG1004","UDP-glucose 6-dehydrogenase","Limnohabitans sp. 2"
"1677","acr3","","COG0798","Arsenical-resistance protein Acr3","Limnohabitans sp. 2"
"1678","ansA","3.5.1.1","COG0252","putative L-asparaginase","Limnohabitans sp. 2"
"1679","kdsB","2.7.7.38","COG1212","3-deoxy-manno-octulosonate cytidylyltransferase","Limnohabitans sp. 2"
"1680","kce","2.3.1.247","COG3246","3-keto-5-aminohexanoate cleavage enzyme","Limnohabitans sp. 2"
"1681","yqiK","","COG2268","Inner membrane protein YqiK","Limnohabitans sp. 2"
"1682","fadD3","6.2.1.41","COG0318","3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase","Limnohabitans sp. 2"
"1683","argD","2.6.1.11","COG4992","Acetylornithine aminotransferase","Limnohabitans sp. 2"
"1684","rpsT","","COG0268","30S ribosomal protein S20","Limnohabitans sp. 2"
"1685","secF","","COG0341","Protein translocase subunit SecF","Limnohabitans sp. 2"
"1686","secD","","COG0342","Protein translocase subunit SecD","Limnohabitans sp. 2"
"1687","futA1","","","Iron uptake protein A1","Limnohabitans sp. 2"
"1688","fliO","","COG3190","Flagellar protein FliO","Limnohabitans sp. 2"
"1689","ssuA","","COG0715","Putative aliphatic sulfonates-binding protein","Limnohabitans sp. 2"
"1690","ribX","","","Riboflavin transport system permease protein RibX","Limnohabitans sp. 2"
"1691","pglF","4.2.1.135","COG1086","UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase","Limnohabitans sp. 2"
"1692","bvgS","2.7.13.3","","Virulence sensor protein BvgS","Limnohabitans sp. 2"
"1693","folB","4.1.2.25","COG1539","Dihydroneopterin aldolase","Limnohabitans sp. 2"
"1694","scoF","","COG1278","Cold shock protein ScoF","Limnohabitans sp. 2"
"1695","surE","3.1.3.5","COG0496","5'-nucleotidase SurE","Limnohabitans sp. 2"
"1696","arcB","1.5.1.49","","Delta(1)-pyrroline-2-carboxylate reductase","Limnohabitans sp. 2"
"1697","paaH","1.1.1.-","COG1250","3-hydroxyadipyl-CoA dehydrogenase","Limnohabitans sp. 2"
"1698","icd","1.1.1.42","COG2838","Isocitrate dehydrogenase [NADP]","Limnohabitans sp. 2"
"1699","dmdA","4.2.1.85","","2,3-dimethylmalate dehydratase large subunit","Limnohabitans sp. 2"
"1700","ytfE","","","Iron-sulfur cluster repair protein YtfE","Limnohabitans sp. 2"
"1701","pstI","3.4.21.111","COG1404","Aqualysin-1","Limnohabitans sp. 2"
"1702","rpoH","","COG0568","RNA polymerase sigma factor RpoH","Limnohabitans sp. 2"
"1703","ftsY","","COG0552","Signal recognition particle receptor FtsY","Limnohabitans sp. 2"
"1704","glpD","1.1.5.3","COG0578","Aerobic glycerol-3-phosphate dehydrogenase","Limnohabitans sp. 2"
"1705","cusS","2.7.13.3","COG0642","Sensor kinase CusS","Limnohabitans sp. 2"
"1706","cusF","","COG5569","Cation efflux system protein CusF","Limnohabitans sp. 2"
"1707","ybaQ","","COG3093","putative HTH-type transcriptional regulator YbaQ","Limnohabitans sp. 2"
"1708","bvgA","","","Virulence factors putative positive transcription regulator BvgA","Limnohabitans sp. 2"
"1709","fumC","4.2.1.2","COG0114","Fumarate hydratase class II","Limnohabitans sp. 2"
"1710","cobQ","","COG1492","Cobyric acid synthase","Limnohabitans sp. 2"
"1711","relE3","","COG3668","Toxin RelE3","Limnohabitans sp. 2"
"1712","parE1","","COG3668","Toxin ParE1","Limnohabitans sp. 2"
"1713","parD1","","COG3609","Antitoxin ParD1","Limnohabitans sp. 2"
"1714","epsN","2.6.1.-","COG0399","Putative pyridoxal phosphate-dependent aminotransferase EpsN","Limnohabitans sp. 2"
"1715","neuB","2.5.1.101","COG2089","N,N'-diacetyllegionaminic acid synthase","Limnohabitans sp. 2"
"1716","neuA","2.7.7.82","COG1083","CMP-N,N'-diacetyllegionaminic acid synthase","Limnohabitans sp. 2"
"1717","tagO","2.7.8.33","COG0472","putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase","Limnohabitans sp. 2"
"1718","fcl","1.1.1.271","","GDP-L-fucose synthase","Limnohabitans sp. 2"
"1719","kpsM","","COG1682","Polysialic acid transport protein KpsM","Limnohabitans sp. 2"
"1720","gltK","","COG0765","Glutamate/aspartate import permease protein GltK","Limnohabitans sp. 2"
"1721","torR","","COG0745","TorCAD operon transcriptional regulatory protein TorR","Limnohabitans sp. 2"
"1722","senX3","2.7.13.3","","Signal-transduction histidine kinase senX3","Limnohabitans sp. 2"
"1723","ompB","","","Outer membrane protein B","Limnohabitans sp. 2"
"1724","ttdB","4.2.1.32","COG1838","L(+)-tartrate dehydratase subunit beta","Limnohabitans sp. 2"
"1725","ttdA","4.2.1.32","COG1951","L(+)-tartrate dehydratase subunit alpha","Limnohabitans sp. 2"
"1726","cyt","","COG4654","Cytochrome c-552","Limnohabitans sp. 2"
"1727","yccA","","COG0670","Modulator of FtsH protease YccA","Limnohabitans sp. 2"
"1728","rmpM","","COG2885","Outer membrane protein class 4","Limnohabitans sp. 2"
"1729","xylF","3.7.1.9","","2-hydroxymuconate semialdehyde hydrolase","Limnohabitans sp. 2"
"1730","ychF","","COG0012","Ribosome-binding ATPase YchF","Limnohabitans sp. 2"
"1731","fumB","4.2.1.2","COG1838","Fumarate hydratase class I, anaerobic","Limnohabitans sp. 2"
"1732","bamD","","COG4105","Outer membrane protein assembly factor BamD","Limnohabitans sp. 2"
"1733","putP","","COG0591","High-affinity proline transporter PutP","Limnohabitans sp. 2"
"1734","katG1","1.11.1.21","COG0376","Catalase-peroxidase 1","Limnohabitans sp. 2"
"1735","ccmA","3.6.3.41","COG4133","Cytochrome c biogenesis ATP-binding export protein CcmA","Limnohabitans sp. 2"
"1736","tsaC1","1.2.1.62","","4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2","Limnohabitans sp. 2"
"1737","menB","4.1.3.36","COG0447","1,4-dihydroxy-2-naphthoyl-CoA synthase","Limnohabitans sp. 2"
"1738","phlB","","","Protein PhlB","Limnohabitans sp. 2"
"1739","dhaT","1.1.1.202","COG1454","1,3-propanediol dehydrogenase","Limnohabitans sp. 2"
"1740","tcyB","","COG0765","L-cystine transport system permease protein TcyB","Limnohabitans sp. 2"
"1741","trpI","","","HTH-type transcriptional regulator TrpI","Limnohabitans sp. 2"
"1742","nodD2","","","Nodulation protein D 2","Limnohabitans sp. 2"
"1743","tktA","2.2.1.1","COG0021","Transketolase 1","Limnohabitans sp. 2"
"1744","perR","","","HTH-type transcriptional regulator PerR","Limnohabitans sp. 2"
"1745","cbbT","2.2.1.1","","Transketolase 2","Limnohabitans sp. 2"
"1746","dxs","2.2.1.7","COG1154","1-deoxy-D-xylulose-5-phosphate synthase","Limnohabitans sp. 2"
"1747","ppa","3.6.1.1","COG0221","Inorganic pyrophosphatase","Limnohabitans sp. 2"
"1748","hppA","3.6.1.1","COG3808","K(+)-insensitive pyrophosphate-energized proton pump","Limnohabitans sp. 2"
"1749","kpnIR","3.1.21.4","","Type-2 restriction enzyme KpnI","Limnohabitans sp. 2"
"1750","aplIM","2.1.1.37","COG0270","Modification methylase AplI","Limnohabitans sp. 2"
"1751","fliY","","COG0834","L-cystine-binding protein FliY","Limnohabitans sp. 2"
"1752","marR","","COG1846","Multiple antibiotic resistance protein MarR","Limnohabitans sp. 2"
"1753","upp","2.4.2.9","","Uracil phosphoribosyltransferase","Limnohabitans sp. 2"
"1754","rutG","","COG2233","Putative pyrimidine permease RutG","Limnohabitans sp. 2"
"1755","rapA2","","","Calcium-binding lectin RapA2","Limnohabitans sp. 2"
"1756","pnuC","","COG3201","Nicotinamide riboside transporter PnuC","Limnohabitans sp. 2"
"1757","hxuA","","","Heme/hemopexin-binding protein","Limnohabitans sp. 2"
"1758","ltxB","3.6.3.43","COG2274","Leukotoxin export ATP-binding protein LtxB","Limnohabitans sp. 2"
"1759","yfcF","2.5.1.18","COG0625","Glutathione S-transferase YfcF","Limnohabitans sp. 2"
"1760","gnu","5.1.3.26","COG0451","N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase","Limnohabitans sp. 2"
"1761","emrY","","","putative multidrug resistance protein EmrY","Limnohabitans sp. 2"
"1762","ntcA","","","Global nitrogen regulator","Limnohabitans sp. 2"
"1763","yjgH","","COG0251","RutC family protein YjgH","Limnohabitans sp. 2"
"1764","hsaA","1.14.14.12","","Flavin-dependent monooxygenase, oxygenase subunit HsaA","Limnohabitans sp. 2"
"1765","pimB","2.4.1.346","COG0438","GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase","Limnohabitans sp. 2"
"1766","sunS","2.4.1.-","COG0463","SPBc2 prophage-derived glycosyltransferase SunS","Limnohabitans sp. 2"
"1767","murC","6.3.2.8","COG0773","UDP-N-acetylmuramate--L-alanine ligase","Limnohabitans sp. 2"
"1768","ddlB","6.3.2.4","COG1181","D-alanine--D-alanine ligase B","Limnohabitans sp. 2"
"1769","ftsQ","","COG1589","Cell division protein FtsQ","Limnohabitans sp. 2"
"1770","cutM","1.2.5.3","","Carbon monoxide dehydrogenase medium chain","Limnohabitans sp. 2"
"1771","ocd","4.3.1.12","COG2423","Ornithine cyclodeaminase","Limnohabitans sp. 2"
"1772","sspH1","2.3.2.27","","E3 ubiquitin-protein ligase SspH1","Limnohabitans sp. 2"
"1773","hip","","","High-potential iron-sulfur protein","Limnohabitans sp. 2"
"1774","ccmB","","COG2386","Heme exporter protein B","Limnohabitans sp. 2"
"1775","ccmC","","COG0755","Heme exporter protein C","Limnohabitans sp. 2"
"1776","ccmE","","COG2332","Cytochrome c-type biogenesis protein CcmE","Limnohabitans sp. 2"
"1777","rplA","","COG0081","50S ribosomal protein L1","Limnohabitans sp. 2"
"1778","rplJ","","COG0244","50S ribosomal protein L10","Limnohabitans sp. 2"
"1779","rplL","","","50S ribosomal protein L7/L12","Limnohabitans sp. 2"
"1780","lptA","","COG1934","Lipopolysaccharide export system protein LptA","Limnohabitans sp. 2"
"1781","yhbU","3.4.-.-","COG0826","putative protease YhbU","Limnohabitans sp. 2"
"1782","rstB","2.7.13.3","","Sensor protein RstB","Limnohabitans sp. 2"
"1783","torS","2.7.13.3","COG0784","Sensor protein TorS","Limnohabitans sp. 2"
"1784","aviRb","2.1.1.208","","23S rRNA (uridine(2479)-2'-O)-methyltransferase","Limnohabitans sp. 2"
"1785","wbpE","2.6.1.98","COG0399","UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase","Limnohabitans sp. 2"
"1786","mscK","","COG3264","Mechanosensitive channel MscK","Limnohabitans sp. 2"
"1787","fbpC2","3.6.3.30","COG3842","Fe(3+) ions import ATP-binding protein FbpC 2","Limnohabitans sp. 2"
"1788","kmtR","","COG0640","HTH-type transcriptional regulator KmtR","Limnohabitans sp. 2"
"1789","kipR","","COG1414","HTH-type transcriptional regulator KipR","Limnohabitans sp. 2"
"1790","hslU","","COG1220","ATP-dependent protease ATPase subunit HslU","Unknown Burkholderiaceae"
"1791","hslV","3.4.25.2","","ATP-dependent protease subunit HslV","Unknown Burkholderiaceae"
"1792","icaR","","COG1309","Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR","Unknown Burkholderiaceae"
"1793","smg","","","Protein Smg","Unknown Burkholderiaceae"
"1794","aceK","2.7.11.5","COG4579","Isocitrate dehydrogenase kinase/phosphatase","Unknown Burkholderiaceae"
"1795","dnaJ","","COG0484","Chaperone protein DnaJ","Unknown Burkholderiaceae"
"1796","ftsA","","COG0849","Cell division protein FtsA","Unknown Burkholderiaceae"
"1797","ftsZ","","COG0206","Cell division protein FtsZ","Unknown Burkholderiaceae"
"1798","emrB","","","Multidrug export protein EmrB","Unknown Burkholderiaceae"
"1799","emrA","","COG1566","Multidrug export protein EmrA","Unknown Burkholderiaceae"
"1800","oprM","","COG1538","Outer membrane protein OprM","Unknown Burkholderiaceae"
"1801","blh","3.-.-.-","COG0491","Beta-lactamase hydrolase-like protein","Unknown Burkholderiaceae"
"1802","wfgD","2.4.1.305","","UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD","Unknown Burkholderiaceae"
"1803","vioA","2.6.1.33","","dTDP-4-amino-4,6-dideoxy-D-glucose transaminase","Unknown Burkholderiaceae"
"1804","vioB","2.3.1.209","COG0110","dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase","Unknown Burkholderiaceae"
"1805","dnaA","","COG0593","Chromosomal replication initiator protein DnaA","Unknown Burkholderiaceae"
"1806","dnaN","","COG0592","Beta sliding clamp","Unknown Burkholderiaceae"
"1807","gyrA","5.99.1.3","COG0188","DNA gyrase subunit A","Unknown Burkholderiaceae"
"1808","atpB","","COG0356","ATP synthase subunit a","Unknown Burkholderiaceae"
"1809","atpE","","COG0636","ATP synthase subunit c","Unknown Burkholderiaceae"
"1810","atpF","","COG0711","ATP synthase subunit b","Unknown Burkholderiaceae"
"1811","atpH","","COG0712","ATP synthase subunit delta","Unknown Burkholderiaceae"
"1812","rplD","","COG0088","50S ribosomal protein L4","Unknown Burkholderiaceae"
"1813","rplW","","COG0089","50S ribosomal protein L23","Unknown Burkholderiaceae"
"1814","rplB","","COG0090","50S ribosomal protein L2","Unknown Burkholderiaceae"
"1815","rpsS","","COG0185","30S ribosomal protein S19","Unknown Burkholderiaceae"
"1816","rplV","","COG0091","50S ribosomal protein L22","Unknown Burkholderiaceae"
"1817","rpsC","","COG0092","30S ribosomal protein S3","Unknown Burkholderiaceae"
"1818","rplP","","COG0197","50S ribosomal protein L16","Unknown Burkholderiaceae"
"1819","rpmC","","COG0255","50S ribosomal protein L29","Unknown Burkholderiaceae"
"1820","rpsQ","","COG0186","30S ribosomal protein S17","Unknown Burkholderiaceae"
"1821","nasA","","","Nitrate transporter","Unknown Burkholderiaceae"
"1822","narK","","COG2223","Nitrate/nitrite transporter NarK","Unknown Burkholderiaceae"
"1823","narG","1.7.99.4","COG5013","Respiratory nitrate reductase 1 alpha chain","Unknown Burkholderiaceae"
"1824","narH","1.7.99.4","COG1140","Respiratory nitrate reductase 1 beta chain","Unknown Burkholderiaceae"
"1825","narJ","","COG2180","Nitrate reductase molybdenum cofactor assembly chaperone NarJ","Unknown Burkholderiaceae"
"1826","narI","1.7.99.4","COG2181","Respiratory nitrate reductase 1 gamma chain","Unknown Burkholderiaceae"
"1827","narX","2.7.13.3","","Nitrate/nitrite sensor protein NarX","Unknown Burkholderiaceae"
"1828","vraR","","COG2197","Response regulator protein VraR","Unknown Burkholderiaceae"
"1829","creD","","COG4452","Inner membrane protein CreD","Unknown Burkholderiaceae"
"1830","rubA2","","COG1773","Rubredoxin-2","Unknown Burkholderiaceae"
"1831","thiD","2.7.1.49","COG0351","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","Unknown Burkholderiaceae"
"1832","cysNC","","COG0529","Bifunctional enzyme CysN/CysC","Unknown Burkholderiaceae"
"1833","nasF","2.1.1.107","COG0007","Uroporphyrinogen-III C-methyltransferase","Unknown Burkholderiaceae"
"1834","lgt","2.4.99.-","COG0682","Prolipoprotein diacylglyceryl transferase","Unknown Burkholderiaceae"
"1835","deaD","3.6.4.13","COG0513","ATP-dependent RNA helicase DeaD","Unknown Burkholderiaceae"
"1836","cbl","","","HTH-type transcriptional regulator cbl","Unknown Burkholderiaceae"
"1837","recN","","COG0497","DNA repair protein RecN","Unknown Burkholderiaceae"
"1838","iscX","","COG2975","Protein IscX","Unknown Burkholderiaceae"
"1839","ompW","","COG3047","Outer membrane protein W","Unknown Burkholderiaceae"
"1840","tdcG","4.3.1.17","COG1760","L-serine dehydratase TdcG","Unknown Burkholderiaceae"
"1841","clsC","2.7.8.-","COG1502","Cardiolipin synthase C","Unknown Burkholderiaceae"
"1842","rlpA","4.2.2.-","","Endolytic peptidoglycan transglycosylase RlpA","Unknown Burkholderiaceae"
"1843","act","3.-.-.-","","Methanol dehydrogenase activator","Unknown Burkholderiaceae"
"1844","nuoL","1.6.5.11","COG1009","NADH-quinone oxidoreductase subunit L","Unknown Burkholderiaceae"
"1845","nuoJ","1.6.5.11","COG0839","NADH-quinone oxidoreductase subunit J","Unknown Burkholderiaceae"
"1846","nuoI","1.6.5.11","COG1143","NADH-quinone oxidoreductase subunit I","Unknown Burkholderiaceae"
"1847","nuoH","1.6.5.11","COG1005","NADH-quinone oxidoreductase subunit H","Unknown Burkholderiaceae"
"1848","nqo3","1.6.5.11","COG1034","NADH-quinone oxidoreductase chain 3","Unknown Burkholderiaceae"
"1849","nuoA","1.6.5.11","COG0838","NADH-quinone oxidoreductase subunit A","Unknown Burkholderiaceae"
"1850","yhbY","","COG1534","RNA-binding protein YhbY","Unknown Burkholderiaceae"
"1851","occM","","","Octopine transport system permease protein OccM","Unknown Burkholderiaceae"
"1852","hisQ","","COG4215","Histidine transport system permease protein HisQ","Unknown Burkholderiaceae"
"1853","rplN","","COG0093","50S ribosomal protein L14","Unknown Burkholderiaceae"
"1854","rplO","","COG0200","50S ribosomal protein L15","Unknown Burkholderiaceae"
"1855","secY","","COG0201","Protein translocase subunit SecY","Unknown Burkholderiaceae"
"1856","rpsM","","COG0099","30S ribosomal protein S13","Unknown Burkholderiaceae"
"1857","rpsK","","COG0100","30S ribosomal protein S11","Unknown Burkholderiaceae"
"1858","rpsD","","COG0522","30S ribosomal protein S4","Unknown Burkholderiaceae"
"1859","rpoA","2.7.7.6","","DNA-directed RNA polymerase subunit alpha","Unknown Burkholderiaceae"
"1860","aceB","2.3.3.9","COG2225","Malate synthase A","Unknown Burkholderiaceae"
"1861","ushA","","COG0737","Protein UshA","Unknown Burkholderiaceae"
"1862","yoeB","3.1.-.-","COG4115","Toxin YoeB","Unknown Burkholderiaceae"
"1863","yefM","","COG2161","Antitoxin YefM","Unknown Burkholderiaceae"
"1864","yeeZ","","COG0451","Protein YeeZ","Unknown Burkholderiaceae"
"1865","ureG","","COG0378","Urease accessory protein UreG","Unknown Burkholderiaceae"
"1866","ureH","","COG0829","Urease accessory protein UreH","Unknown Burkholderiaceae"
"1867","ycbX","","COG0633","putative protein YcbX","Unknown Burkholderiaceae"
"1868","gatA","6.3.5.7","COG0154","Glutamyl-tRNA(Gln) amidotransferase subunit A","Unknown Burkholderiaceae"
"1869","gatC","6.3.5.-","COG0721","Glutamyl-tRNA(Gln) amidotransferase subunit C","Unknown Burkholderiaceae"
"1870","maeA","1.1.1.38","COG0281","NAD-dependent malic enzyme","Unknown Burkholderiaceae"
"1871","dnaE","2.7.7.7","COG0587","DNA polymerase III subunit alpha","Unknown Burkholderiaceae"
"1872","creC","2.7.13.3","COG0642","Sensor protein CreC","Unknown Burkholderiaceae"
"1873","creB","","COG0745","Transcriptional regulatory protein CreB","Unknown Burkholderiaceae"
